,0
467,11201
468,11027
469,10827
470,10599
471,10341
472,10143
473,9936
474,9657
475,9428
476,9160
477,8920
478,8769
479,8607
480,8440
481,8280
482,8085
483,7925
484,7792
485,7553
486,7341
487,7207
488,7087
489,6885
490,6704
491,6542
492,6393
493,6251
494,6047
495,5922
496,5780
497,5600
498,5455
499,5195
500,5180
501,5066
502,4963
503,4844
504,4764
505,4681
506,4587
507,4403
508,4328
509,4171
510,4077
511,3930
512,3771
513,3643
514,3588
515,3509
516,3442
517,3385
518,3319
519,3266
520,3200
521,3165
522,3097
523,3022
524,2948
525,2877
526,2801
527,2777
528,2713
529,2692
530,2720
531,2708
532,2672
533,2673
534,2655
535,2674
536,2670
537,2657
538,2630
539,2626
540,2637
541,2588
542,2616
543,2601
544,2582
545,2548
546,2555
547,2537
548,2530
549,2533
550,2490
551,2516
552,2498
553,2464
554,2432
555,2446
556,2426
557,2367
558,2393
559,2479
560,3291
561,80162
562,81859
563,83815
564,85165
565,86214
566,86403
567,87026
568,87279
569,88373
570,88710
571,88985
572,89120
573,89119
574,89374
575,89791
576,90140
577,92517
578,92371
579,93387
580,92821
581,92782
582,93778
583,93343
584,93842
585,93904
586,94116
587,94137
588,94620
589,94853
590,94945
591,94798
592,94807
593,95169
594,95118
595,95259
596,95250
597,95090
598,94514
599,95677
600,95325
601,95266
602,95589
603,95460
604,95980
605,95890
606,95675
607,95790
608,95998
609,95810
610,96016
611,95937
612,95479
613,96604
614,97549
615,99039
616,99182
617,99047
618,99272
619,99378
620,99342
621,99155
622,98872
623,98870
624,98905
625,98678
626,98752
627,98665
628,98506
629,98534
630,98088
631,98109
632,98355
633,98180
634,98221
635,98175
636,98164
637,97995
638,98069
639,97738
640,97502
641,97524
642,97297
643,97069
644,97072
645,96639
646,96729
647,96488
648,97098
649,100936
650,100791
651,93125
652,91965
653,91572
654,91351
655,91376
656,91086
657,90371
658,90324
659,90462
660,90264
661,89817
662,89645
663,87990
664,87467
665,86984
666,86426
667,85715
668,84985
669,83509
670,81979
671,78267
672,76326
673,73793
674,71720
675,70135
676,69243
677,68123
678,64539
679,62412
680,59614
681,57168
682,53446
683,51522
684,50593
685,49638
686,48284
687,47388
688,46432
689,45525
690,44641
691,43741
692,42731
693,41789
694,40859
695,39323
696,38363
697,36987
698,36054
699,34541
700,34922
701,33900
702,32769
703,32040
704,31766
705,30989
706,30394
707,30068
708,29402
709,28642
710,27782
711,26839
712,25877
713,25089
714,24055
715,23562
716,23053
717,22678
718,22229
719,21990
720,21625
721,21408
722,21135
723,20918
724,20697
725,20412
726,20189
727,19995
728,19786
729,19598
730,19354
731,19174
732,19076
733,18887
734,18668
735,18475
736,18262
737,18082
738,17885
739,17725
740,17576
741,17438
742,17240
743,17084
744,16880
745,16791
746,16649
747,16509
748,16297
749,16069
750,15748
751,15683
752,15409
753,15105
754,14957
755,14711
756,14530
757,14386
758,14343
759,14136
760,14234
761,15151
762,15175
763,14967
764,15066
765,16105
766,16025
767,16088
768,16341
769,16438
770,16586
771,17100
772,18723
773,19506
774,19672
775,20122
776,22060
777,22670
778,22956
779,25233
780,27854
781,28263
782,29895
783,29926
784,30127
785,30542
786,30491
787,30502
788,30433
789,30418
790,30297
791,30243
792,30096
793,29989
794,29934
795,29732
796,29582
797,29489
798,29366
799,29201
800,29082
801,29016
802,28827
803,28708
804,28629
805,28477
806,28382
807,28216
808,28162
809,27893
810,27254
811,27170
812,27019
813,27133
814,27087
815,27274
816,27799
817,28933
818,29129
819,29132
820,29251
821,29306
822,29440
823,29434
824,29760
825,30073
826,30490
827,31332
828,32518
829,32551
830,32605
831,32494
832,32387
833,32400
834,32318
835,32389
836,32408
837,32629
838,32602
839,32517
840,32622
841,32413
842,32598
843,32631
844,32633
845,32699
846,32650
847,32554
848,32505
849,32427
850,32344
851,32263
852,32027
853,32058
854,31969
855,31833
856,31741
857,31643
858,31565
859,31414
860,31300
861,31207
862,30869
863,30678
864,30501
865,30433
866,30278
867,30030
868,30141
869,30067
870,29894
871,29743
872,29627
873,29274
874,29159
875,29003
876,28900
877,28763
878,28711
879,28605
880,28448
881,28294
882,28220
883,28084
884,27835
885,27689
886,27477
887,27250
888,27011
889,26853
890,26656
891,26362
892,26152
893,25945
894,25780
895,25554
896,25354
897,25199
898,24844
899,24571
900,24472
901,24172
902,23928
903,23653
904,23478
905,23237
906,23310
907,23198
908,23829
909,23592
910,23328
911,22841
912,22512
913,22105
914,21701
915,21461
916,21050
917,20608
918,20130
919,19904
920,19524
921,19152
922,18718
923,18221
924,17762
925,17196
926,16358
927,15841
928,15504
929,15399
930,15055
931,14817
932,14791
933,14681
934,14556
935,14448
936,14447
937,15378
938,15791
939,16030
940,16342
941,16346
942,16191
943,16208
944,15767
945,15686
946,15318
947,14974
948,14545
949,14498
950,14473
951,14467
952,14306
953,14237
954,14186
955,14180
956,14218
957,14365
958,14484
959,14517
960,14507
961,14426
962,14455
963,14478
964,14479
965,14347
966,14117
967,15145
968,14826
969,10248
970,10203
971,10361
972,10361
973,10306
974,10316
975,10431
976,10422
977,10347
978,10280
979,10249
980,10208
981,10257
982,10179
983,10165
984,10136
985,10036
986,10000
987,9879
988,9816
989,9810
990,9768
991,9690
992,9660
993,10118
994,10217
995,10203
996,10284
997,10255
998,10077
999,10191
1000,10214
1001,10262
1002,10300
1003,10320
1004,10320
1005,10213
1006,10357
1007,10398
1008,10444
1009,10620
1010,10836
1011,12474
1012,13098
1013,14303
1014,14061
1015,14812
1016,15336
1017,15926
1018,16245
1019,16837
1020,17427
1021,18034
1022,18951
1023,19677
1024,20311
1025,21781
1026,25062
1027,25538
1028,25680
1029,26293
1030,26967
1031,27020
1032,27161
1033,27396
1034,27428
1035,27520
1036,27559
1037,27668
1038,27871
1039,28103
1040,29054
1041,29171
1042,29291
1043,29271
1044,29363
1045,29438
1046,29481
1047,29351
1048,29463
1049,29482
1050,29630
1051,29595
1052,29574
1053,29553
1054,29508
1055,29318
1056,29102
1057,28931
1058,28628
1059,27364
1060,25619
1061,24865
1062,24796
1063,24404
1064,24449
1065,24229
1066,24136
1067,23836
1068,23667
1069,23085
1070,22553
1071,22285
1072,22157
1073,22085
1074,21978
1075,21709
1076,21589
1077,21717
1078,22209
1079,22987
1080,23131
1081,24349
1082,25576
1083,28137
1084,34974
1085,38985
1086,40346
1087,40486
1088,41288
1089,42438
1090,44731
1091,47328
1092,48748
1093,50120
1094,53974
1095,57917
1096,59134
1097,59722
1098,64848
1099,66133
1100,66794
1101,66960
1102,67026
1103,67239
1104,66818
1105,67290
1106,67325
1107,67515
1108,67506
1109,67532
1110,67506
1111,67601
1112,67506
1113,67487
1114,67379
1115,67467
1116,67036
1117,67156
1118,67589
1119,67574
1120,67422
1121,67518
1122,67366
1123,67322
1124,66776
1125,67130
1126,66882
1127,66408
1128,65845
1129,60863
1130,58809
1131,58459
1132,58294
1133,58040
1134,57881
1135,57676
1136,57481
1137,57322
1138,57144
1139,56768
1140,56824
1141,56596
1142,56512
1143,57636
1144,57566
1145,57429
1146,57292
1147,57387
1148,57971
1149,58012
1150,57300
1151,57585
1152,57833
1153,59923
1154,60805
1155,62005
1156,62376
1157,63609
1158,64914
1159,64837
1160,65627
1161,67351
1162,68566
1163,69014
1164,72627
1165,77582
1166,75382
1167,77689
1168,77982
1169,79244
1170,79302
1171,79224
1172,79224
1173,79064
1174,79254
1175,79495
1176,79307
1177,79171
1178,79098
1179,78911
1180,79098
1181,78862
1182,78546
1183,78567
1184,78464
1185,78188
1186,77786
1187,77625
1188,77352
1189,77024
1190,76588
1191,75720
1192,75172
1193,74414
1194,74305
1195,73815
1196,72909
1197,72446
1198,71082
1199,70583
1200,70253
1201,70030
1202,69768
1203,69452
1204,69095
1205,68360
1206,67805
1207,67383
1208,66820
1209,66292
1210,65626
1211,65051
1212,64139
1213,62525
1214,61237
1215,58818
1216,57353
1217,56367
1218,55638
1219,54551
1220,53648
1221,52648
1222,51921
1223,51464
1224,50964
1225,50561
1226,49495
1227,48806
1228,48417
1229,48039
1230,47763
1231,51291
1232,72802
1233,75990
1234,76353
1235,78907
1236,79835
1237,79831
1238,82444
1239,82471
1240,83150
1241,85788
1242,85461
1243,85077
1244,84896
1245,84590
1246,84414
1247,83984
1248,83664
1249,83429
1250,83072
1251,82892
1252,82559
1253,82241
1254,81948
1255,81586
1256,81344
1257,81089
1258,80796
1259,80471
1260,80122
1261,79803
1262,79457
1263,79135
1264,78940
1265,78614
1266,78242
1267,77302
1268,76803
1269,76361
1270,75481
1271,74611
1272,74161
1273,73660
1274,73276
1275,72678
1276,72502
1277,72033
1278,71677
1279,71294
1280,70780
1281,69949
1282,69334
1283,68892
1284,68490
1285,68204
1286,67835
1287,70982
1288,70539
1289,70096
1290,69679
1291,69260
1292,68844
1293,68456
1294,69553
1295,71411
1296,72535
1297,72226
1298,71940
1299,71567
1300,71416
1301,71122
1302,70789
1303,70512
1304,70435
1305,70180
1306,71820
1307,71295
1308,70753
1309,70278
1310,69680
1311,69130
1312,68658
1313,68009
1314,67615
1315,66979
1316,66354
1317,65716
1318,65012
1319,64212
1320,63788
1321,62897
1322,62371
1323,61717
1324,61087
1325,60520
1326,59900
1327,59361
1328,58753
1329,58122
1330,57498
1331,57091
1332,56750
1333,56568
1334,56238
1335,56183
1336,55712
1337,55181
1338,54416
1339,53949
1340,53619
1341,53178
1342,52719
1343,52341
1344,51958
1345,51658
1346,51267
1347,50977
1348,50529
1349,49988
1350,49584
1351,49021
1352,48350
1353,47853
1354,47967
1355,47441
1356,46737
1357,46499
1358,46002
1359,45382
1360,44815
1361,44266
1362,43670
1363,42842
1364,42096
1365,41340
1366,40392
1367,39669
1368,39066
1369,37997
1370,37146
1371,36095
1372,35223
1373,34182
1374,33280
1375,32291
1376,31535
1377,30672
1378,29633
1379,28489
1380,27521
1381,26431
1382,25848
1383,25062
1384,24283
1385,23645
1386,23057
1387,22476
1388,21842
1389,21253
1390,20715
1391,20015
1392,19517
1393,19194
1394,19061
1395,18783
1396,18258
1397,17523
1398,16435
1399,16319
1400,16107
1401,16034
1402,15868
1403,15822
1404,15602
1405,15376
1406,15005
1407,14200
1408,13776
1409,13297
1410,13252
1411,13232
1412,13153
1413,13056
1414,12977
1415,12946
1416,12917
1417,14487
1418,14491
1419,14420
1420,14360
1421,14260
1422,14117
1423,14042
1424,13803
1425,13667
1426,13628
1427,13417
1428,13271
1429,13164
1430,12991
1431,12869
1432,12569
1433,12354
1434,12159
1435,11833
1436,11632
1437,11461
1438,11325
1439,11216
1440,11118
1441,10938
1442,10843
1443,10716
1444,10593
1445,10484
1446,10407
1447,10285
1448,10108
1449,9980
1450,9875
1451,9763
1452,9604
1453,9508
1454,9392
1455,9261
1456,9194
1457,9103
1458,8994
1459,8805
1460,8684
1461,8503
1462,8381
1463,8261
1464,8126
1465,7980
1466,7889
1467,7765
1468,7625
1469,7559
1470,7451
1471,7407
1472,7302
1473,7225
1474,7132
1475,7093
1476,7042
1477,7009
1478,6956
1479,6872
1480,6836
1481,6886
1482,6796
1483,6735
1484,6666
1485,6536
1486,6449
1487,6356
1488,6281
1489,6201
1490,6065
1491,5964
1492,5918
1493,6077
1494,6072
1495,6089
1496,6061
1497,5979
1498,6017
1499,6240
1500,6487
1501,6545
1502,8243
1503,8274
1504,8417
1505,8652
1506,9105
1507,9926
1508,10386
1509,11954
1510,13276
1511,13205
1512,13333
1513,14352
1514,14629
1515,15114
1516,15449
1517,15776
1518,16232
1519,16727
1520,17495
1521,17687
1522,17791
1523,17804
1524,18126
1525,18219
1526,18761
1527,19277
1528,19470
1529,19473
1530,19480
1531,19299
1532,19459
1533,19445
1534,19400
1535,19309
1536,19234
1537,19166
1538,19135
1539,18964
1540,18872
1541,18708
1542,18679
1543,18538
1544,18442
1545,18356
1546,18232
1547,18148
1548,17893
1549,17685
1550,17444
1551,17296
1552,17196
1553,17092
1554,16854
1555,16295
1556,16047
1557,15576
1558,15583
1559,15426
1560,15307
1561,15206
1562,15055
1563,14882
1564,14776
1565,14641
1566,14567
1567,14525
1568,14561
1569,14415
1570,14315
1571,14221
1572,14106
1573,14044
1574,13963
1575,13916
1576,13885
1577,13849
1578,13840
1579,13815
1580,14035
1581,14608
1582,14666
1583,14698
1584,14878
1585,14959
1586,15017
1587,15731
1588,16001
1589,15990
1590,16148
1591,16682
1592,16965
1593,17105
1594,17302
1595,17328
1596,17324
1597,17526
1598,18581
1599,18905
1600,20077
1601,22003
1602,32702
1603,32891
1604,33237
1605,33321
1606,33538
1607,33647
1608,33658
1609,33501
1610,33768
1611,35639
1612,36115
1613,36644
1614,37089
1615,37476
1616,37890
1617,38061
1618,38829
1619,39229
1620,39711
1621,40246
1622,39616
1623,40405
1624,40691
1625,40800
1626,40881
1627,40897
1628,40912
1629,40886
1630,41082
1631,41032
1632,40995
1633,40992
1634,40963
1635,40876
1636,40896
1637,40885
1638,40875
1639,40712
1640,40585
1641,40443
1642,40305
1643,40108
1644,39915
1645,39611
1646,39466
1647,39202
1648,38898
1649,38550
1650,38417
1651,38210
1652,38046
1653,37864
1654,37711
1655,37051
1656,37181
1657,36864
1658,36044
1659,33547
1660,32389
1661,32097
1662,31244
1663,30517
1664,30048
1665,29810
1666,29439
1667,29195
1668,28846
1669,29092
1670,29134
1671,35133
1672,34977
1673,34833
1674,34558
1675,34595
1676,34442
1677,34405
1678,34142
1679,33754
1680,33498
1681,33313
1682,33072
1683,33237
1684,33203
1685,33181
1686,32959
1687,33150
1688,33034
1689,32965
1690,32991
1691,33118
1692,33025
1693,33046
1694,32923
1695,32847
1696,32870
1697,32961
1698,32960
1699,33015
1700,32799
1701,32707
1702,32299
1703,32299
1704,32713
1705,33152
1706,32978
1707,33212
1708,33857
1709,34305
1710,34107
1711,34729
1712,35580
1713,38738
1714,40713
1715,41395
1716,41806
1717,41890
1718,41965
1719,41989
1720,43139
1721,43753
1722,44588
1723,45612
1724,45512
1725,45848
1726,46891
1727,46991
1728,46911
1729,46785
1730,46277
1731,46122
1732,45868
1733,45723
1734,45737
1735,45758
1736,45947
1737,46133
1738,45927
1739,45668
1740,45619
1741,45170
1742,44866
1743,44537
1744,44391
1745,44280
1746,43856
1747,43595
1748,43344
1749,43131
1750,42903
1751,42744
1752,42540
1753,42127
1754,42034
1755,41505
1756,41655
1757,41479
1758,41073
1759,40744
1760,40530
1761,39655
1762,40065
1763,39826
1764,39363
1765,39182
1766,38967
1767,38662
1768,38464
1769,38092
1770,37740
1771,37360
1772,36478
1773,36173
1774,35916
1775,35105
1776,34828
1777,34451
1778,34144
1779,33846
1780,33242
1781,33106
1782,32798
1783,32510
1784,32289
1785,31953
1786,31678
1787,31427
1788,31339
1789,31155
1790,31189
1791,31088
1792,30998
1793,31520
1794,31141
1795,31411
1796,31301
1797,31252
1798,31155
1799,31195
1800,30898
1801,30744
1802,30824
1803,30700
1804,30550
1805,30303
1806,30096
1807,29871
1808,29645
1809,29442
1810,29205
1811,29077
1812,28743
1813,28528
1814,28298
1815,28017
1816,27663
1817,27471
1818,27229
1819,26933
1820,26673
1821,26589
1822,26368
1823,26288
1824,26100
1825,25966
1826,25680
1827,25560
1828,25433
1829,25439
1830,25212
1831,25096
1832,24952
1833,24831
1834,24858
1835,25006
1836,24941
1837,25133
1838,25175
1839,24982
1840,24760
1841,24295
1842,24105
1843,23885
1844,23834
1845,23683
1846,23570
1847,23422
1848,23106
1849,22853
1850,22588
1851,22192
1852,21930
1853,21456
1854,21162
1855,20930
1856,20758
1857,20527
1858,20236
1859,20052
1860,19765
1861,19549
1862,19327
1863,19115
1864,18711
1865,18554
1866,18332
1867,18092
1868,17823
1869,17506
1870,17284
1871,16985
1872,16673
1873,16438
1874,16241
1875,15907
1876,15504
1877,15498
1878,15235
1879,15006
1880,14908
1881,14791
1882,14723
1883,14520
1884,14326
1885,14416
1886,14456
1887,14305
1888,14368
1889,14300
1890,14253
1891,14118
1892,13920
1893,14013
1894,13648
1895,13586
1896,13581
1897,13562
1898,13533
1899,13506
1900,13232
1901,13491
1902,13469
1903,13517
1904,13509
1905,13515
1906,13406
1907,12535
1908,12536
1909,12614
1910,12927
1911,13733
1912,15246
1913,15665
1914,15617
1915,15795
1916,15685
1917,14165
1918,14175
1919,14210
1920,14289
1921,14458
1922,14400
1923,14387
1924,14368
1925,14369
1926,14348
1927,14356
1928,14315
1929,14293
1930,14010
1931,13962
1932,13876
1933,13867
1934,13800
1935,13754
1936,13743
1937,13753
1938,13781
1939,13762
1940,13715
1941,13649
1942,13578
1943,13492
1944,13397
1945,13304
1946,13288
1947,13222
1948,13037
1949,12972
1950,12743
1951,12650
1952,12452
1953,12389
1954,12417
1955,12513
1956,12655
1957,12909
1958,12921
1959,13072
1960,14284
1961,19637
1962,20392
1963,21551
1964,23236
1965,24995
1966,25120
1967,25441
1968,25591
1969,25634
1970,25892
1971,25912
1972,26511
1973,26579
1974,26443
1975,26784
1976,26791
1977,26189
1978,26212
1979,26485
1980,26423
1981,26372
1982,26338
1983,26302
1984,26286
1985,26227
1986,26135
1987,26102
1988,26003
1989,25948
1990,25912
1991,25855
1992,25806
1993,25581
1994,25607
1995,25316
1996,25301
1997,25121
1998,24916
1999,24937
2000,24872
2001,24790
2002,24758
2003,24657
2004,24658
2005,24535
2006,24410
2007,24277
2008,24092
2009,24030
2010,23811
2011,23717
2012,23583
2013,23102
2014,22428
2015,20822
2016,20608
2017,20992
2018,21744
2019,21784
2020,22195
2021,22569
2022,23447
2023,26900
2024,32500
2025,32759
2026,33870
2027,39060
2028,39335
2029,39384
2030,41410
2031,41726
2032,42266
2033,43419
2034,43731
2035,43604
2036,43900
2037,44420
2038,44934
2039,44930
2040,44924
2041,45002
2042,45050
2043,44834
2044,45473
2045,47611
2046,47677
2047,47703
2048,47829
2049,47786
2050,47820
2051,47805
2052,47587
2053,47360
2054,47280
2055,47014
2056,46558
2057,46488
2058,46416
2059,46200
2060,46017
2061,46150
2062,46685
2063,48025
2064,48071
2065,49047
2066,50076
2067,50924
2068,52498
2069,50313
2070,50365
2071,50931
2072,51798
2073,52358
2074,53463
2075,54069
2076,55956
2077,56494
2078,57478
2079,57413
2080,57651
2081,57710
2082,57852
2083,59254
2084,63297
2085,63744
2086,65537
2087,66029
2088,66170
2089,66116
2090,66171
2091,65925
2092,66256
2093,66525
2094,66636
2095,66249
2096,66075
2097,65626
2098,65959
2099,65656
2100,65210
2101,64923
2102,64601
2103,64372
2104,63932
2105,63888
2106,63474
2107,63572
2108,63323
2109,62992
2110,63040
2111,62780
2112,62690
2113,62605
2114,62560
2115,62368
2116,62298
2117,62226
2118,62130
2119,62017
2120,61878
2121,61796
2122,61788
2123,61642
2124,61476
2125,61661
2126,62102
2127,61659
2128,61440
2129,61439
2130,62285
2131,62558
2132,62684
2133,62901
2134,63280
2135,63508
2136,63404
2137,63171
2138,63254
2139,63534
2140,63950
2141,66171
2142,68562
2143,69178
2144,72167
2145,73553
2146,73666
2147,74528
2148,74276
2149,74596
2150,74628
2151,77354
2152,78370
2153,78678
2154,79291
2155,80176
2156,80709
2157,80695
2158,80429
2159,80023
2160,79865
2161,79654
2162,79688
2163,79802
2164,79960
2165,79569
2166,79385
2167,79044
2168,78424
2169,76787
2170,75459
2171,72509
2172,68663
2173,66711
2174,66043
2175,65505
2176,65129
2177,64694
2178,63773
2179,64103
2180,63843
2181,63690
2182,63215
2183,63202
2184,62707
2185,62131
2186,61957
2187,61451
2188,60920
2189,60842
2190,60394
2191,59215
2192,60013
2193,59554
2194,59150
2195,58501
2196,57529
2197,57357
2198,56062
2199,54265
2200,53388
2201,51813
2202,47250
2203,47319
2204,47819
2205,48175
2206,48113
2207,49983
2208,73265
2209,73920
2210,74758
2211,78541
2212,81946
2213,82711
2214,88344
2215,91070
2216,95056
2217,105185
2218,106941
2219,108460
2220,109176
2221,109922
2222,110985
2223,112054
2224,112250
2225,112496
2226,112588
2227,114929
2228,115628
2229,115551
2230,115529
2231,115318
2232,115360
2233,114920
2234,114809
2235,114559
2236,114494
2237,109585
2238,114201
2239,113727
2240,113813
2241,113818
2242,113412
2243,113508
2244,113244
2245,112855
2246,112825
2247,112234
2248,109662
2249,108482
2250,108177
2251,107696
2252,107467
2253,106755
2254,106355
2255,105780
2256,105107
2257,104433
2258,103972
2259,103714
2260,102760
2261,102188
2262,101421
2263,99747
2264,93833
2265,91465
2266,90310
2267,87950
2268,85295
2269,84634
2270,84164
2271,83736
2272,83182
2273,83123
2274,83447
2275,82665
2276,82313
2277,81453
2278,81308
2279,80698
2280,80231
2281,80019
2282,80230
2283,80111
2284,79693
2285,79537
2286,78952
2287,78265
2288,77471
2289,76908
2290,76450
2291,75956
2292,75367
2293,74816
2294,74521
2295,73991
2296,73684
2297,73859
2298,73173
2299,72541
2300,72013
2301,71411
2302,71120
2303,70569
2304,70147
2305,69687
2306,69284
2307,68865
2308,68482
2309,68023
2310,67637
2311,67193
2312,66806
2313,66383
2314,65862
2315,65540
2316,65338
2317,64903
2318,64158
2319,64252
2320,63859
2321,63356
2322,63217
2323,63052
2324,63042
2325,61930
2326,61300
2327,60614
2328,59901
2329,59172
2330,58535
2331,57920
2332,57197
2333,56368
2334,55210
2335,54455
2336,54054
2337,53149
2338,52899
2339,52393
2340,51755
2341,51062
2342,49888
2343,49035
2344,48178
2345,47494
2346,46751
2347,45904
2348,44998
2349,44446
2350,43593
2351,42864
2352,41888
2353,40909
2354,40227
2355,39410
2356,38626
2357,37988
2358,37435
2359,36765
2360,35837
2361,35047
2362,34317
2363,33552
2364,33010
2365,32423
2366,32188
2367,31608
2368,31222
2369,30587
2370,31436
2371,31120
2372,30854
2373,30774
2374,30095
2375,30873
2376,31181
2377,33369
2378,33538
2379,33443
2380,33828
2381,33972
2382,34573
2383,34651
2384,36117
2385,38274
2386,39445
2387,42395
2388,44190
2389,44622
2390,44955
2391,47618
2392,48327
2393,48427
2394,48745
2395,49686
2396,50374
2397,50629
2398,50858
2399,51355
2400,51720
2401,52120
2402,55425
2403,55639
2404,56747
2405,56820
2406,57073
2407,57246
2408,57000
2409,57110
2410,57096
2411,57063
2412,56922
2413,56764
2414,56558
2415,56495
2416,56230
2417,55894
2418,55676
2419,55585
2420,53414
2421,52516
2422,52354
2423,52111
2424,51986
2425,51930
2426,52023
2427,51794
2428,51735
2429,51681
2430,51814
2431,51508
2432,51648
2433,51807
2434,51679
2435,51497
2436,51218
2437,50484
2438,50131
2439,49258
2440,48768
2441,48364
2442,48570
2443,48578
2444,48658
2445,48754
2446,48737
2447,48742
2448,49111
2449,49231
2450,49617
2451,49710
2452,49820
2453,50597
2454,51483
2455,52081
2456,52688
2457,68940
2458,72002
2459,72788
2460,74548
2461,76277
2462,76531
2463,77150
2464,76995
2465,73289
2466,73958
2467,74130
2468,74219
2469,74729
2470,75073
2471,75302
2472,75621
2473,76007
2474,76100
2475,77634
2476,78356
2477,78059
2478,77883
2479,77757
2480,77302
2481,77338
2482,77139
2483,76274
2484,76550
2485,76221
2486,75964
2487,75746
2488,75271
2489,74793
2490,74098
2491,73658
2492,73242
2493,73078
2494,72813
2495,72241
2496,71873
2497,70690
2498,71391
