"","Position","AUC"
"300",349,NA
"301",350,NA
"302",351,NA
"303",352,NA
"304",353,NA
"305",354,NA
"306",355,NA
"307",356,NA
"308",357,NA
"309",358,NA
"310",359,NA
"311",360,NA
"312",361,NA
"313",362,NA
"314",363,NA
"315",364,NA
"316",365,NA
"317",366,NA
"318",367,NA
"319",368,NA
"320",369,NA
"321",370,NA
"322",371,NA
"323",372,NA
"324",373,NA
"325",374,NA
"326",375,NA
"327",376,NA
"328",377,NA
"329",378,NA
"330",379,1
"331",380,1
"332",381,1
"333",382,1
"334",383,1
"335",384,1
"336",385,1
"337",386,1
"338",387,1
"339",388,1
"340",389,1
"341",390,1
"342",391,1
"343",392,1
"344",393,1
"345",394,1
"346",395,1
"347",396,1
"348",397,1
"349",398,1
"350",399,1
"351",400,1
"352",401,1
"353",402,0.996
"354",403,0.996666666666667
"355",404,0.996598639455782
"356",405,0.996527777777778
"357",406,0.996527777777778
"358",407,0.99645390070922
"359",408,0.99645390070922
"360",409,0.996376811594203
"361",410,0.99645390070922
"362",411,0.996376811594203
"363",412,0.99290780141844
"364",413,0.99290780141844
"365",414,0.992753623188406
"366",415,0.99290780141844
"367",416,0.99290780141844
"368",417,0.992753623188406
"369",418,0.992753623188406
"370",419,0.992592592592593
"371",420,0.992592592592593
"372",421,0.989130434782609
"373",422,0.988888888888889
"374",423,0.988636363636364
"375",424,0.988888888888889
"376",425,0.988636363636364
"377",426,0.990033222591362
"378",427,0.98546511627907
"379",428,0.98546511627907
"380",429,0.968253968253968
"381",430,0.970731707317073
"382",431,0.968181818181818
"383",432,0.967365967365967
"384",433,0.968181818181818
"385",434,0.967365967365967
"386",435,0.965034965034965
"387",436,0.965909090909091
"388",437,0.967365967365967
"389",438,0.967365967365967
"390",439,0.967365967365967
"391",440,0.966507177033493
"392",441,0.967365967365967
"393",442,0.968181818181818
"394",443,0.968181818181818
"395",444,0.968957871396896
"396",445,0.96969696969697
"397",446,0.970401691331924
"398",447,0.970401691331924
"399",448,0.970401691331924
"400",449,0.96969696969697
"401",450,0.970401691331924
"402",451,0.970401691331924
"403",452,0.970401691331924
"404",453,0.970401691331924
"405",454,0.970401691331924
"406",455,0.970401691331924
"407",456,0.96969696969697
"408",457,0.968957871396896
"409",458,0.968957871396896
"410",459,0.968957871396896
"411",460,0.96969696969697
"412",461,0.968957871396896
"413",462,0.96969696969697
"414",463,0.968287526427061
"415",464,0.968287526427061
"416",465,0.967532467532467
"417",466,0.96969696969697
"418",467,0.96969696969697
"419",468,0.968957871396896
"420",469,0.96969696969697
"421",470,0.96969696969697
"422",471,0.970401691331924
"423",472,0.971074380165289
"424",473,0.971074380165289
"425",474,0.975206611570248
"426",475,0.973737373737374
"427",476,0.971717171717172
"428",477,0.971717171717172
"429",478,0.971717171717172
"430",479,0.969565217391304
"431",480,0.969565217391304
"432",481,0.970212765957447
"433",482,0.969565217391304
"434",483,0.969565217391304
"435",484,0.971717171717172
"436",485,0.971717171717172
"437",486,0.97037037037037
"438",487,0.97037037037037
"439",488,0.968379446640316
"440",489,0.968379446640316
"441",490,0.969052224371373
"442",491,0.965957446808511
"443",492,0.965957446808511
"444",493,0.965957446808511
"445",494,0.962174940898345
"446",495,0.961352657004831
"447",496,0.962174940898345
"448",497,0.962962962962963
"449",498,0.962174940898345
"450",499,0.91063829787234
"451",500,0.911067193675889
"452",501,0.911067193675889
"453",502,0.91304347826087
"454",503,0.904347826086957
"455",504,0.91304347826087
"456",505,0.920289855072464
"457",506,0.92037037037037
"458",507,0.92037037037037
"459",508,0.922101449275362
"460",509,0.922101449275362
"461",510,0.922101449275362
"462",511,0.921985815602837
"463",512,0.932971014492754
"464",513,0.933333333333333
"465",514,0.932971014492754
"466",515,0.931481481481481
"467",516,0.929924242424242
"468",517,0.929924242424242
"469",518,0.92962962962963
"470",519,0.92962962962963
"471",520,0.931159420289855
"472",521,0.942028985507246
"473",522,0.942028985507246
"474",523,0.943262411347518
"475",524,0.945035460992908
"476",525,0.946180555555555
"477",526,0.942486085343228
"478",527,0.936734693877551
"479",528,0.938
"480",529,0.941176470588235
"481",530,0.927884615384615
"482",531,0.91644204851752
"483",532,0.917989417989418
"484",533,0.919137466307278
"485",534,0.920634920634921
"486",535,0.920634920634921
"487",536,0.921832884097035
"488",537,0.921832884097035
"489",538,0.924528301886792
"490",539,0.924528301886792
"491",540,0.920634920634921
"492",541,0.917989417989418
"493",542,0.915343915343915
"494",543,0.915343915343915
"495",544,0.915343915343915
"496",545,0.915343915343915
"497",546,0.912698412698413
"498",547,0.91005291005291
"499",548,0.91005291005291
"500",549,0.901298701298701
"501",550,0.898701298701299
"502",551,0.898701298701299
"503",552,0.898701298701299
"504",553,0.898701298701299
"505",554,0.8994708994709
"506",555,0.8994708994709
"507",556,0.890909090909091
"508",557,0.88265306122449
"509",558,0.880519480519481
"510",559,0.880952380952381
"511",560,0.878306878306878
"512",561,0.878306878306878
"513",562,0.862433862433862
"514",563,0.862433862433862
"515",564,0.862433862433862
"516",565,0.864935064935065
"517",566,0.862433862433862
"518",567,0.85978835978836
"519",568,0.85978835978836
"520",569,0.843915343915344
"521",570,0.844155844155844
"522",571,0.843915343915344
"523",572,0.843915343915344
"524",573,0.843915343915344
"525",574,0.843915343915344
"526",575,0.846560846560847
"527",576,0.849056603773585
"528",577,0.867924528301887
"529",578,0.882599580712788
"530",579,0.882478632478632
"531",580,0.882599580712788
"532",581,0.880503144654088
"533",582,0.880658436213992
"534",583,0.880808080808081
"535",584,0.870535714285714
"536",585,0.870614035087719
"537",586,0.869458128078818
"538",587,0.885775862068966
"539",588,0.885964912280702
"540",589,0.885775862068966
"541",590,0.898635477582846
"542",591,0.898635477582846
"543",592,0.908771929824561
"544",593,0.908771929824561
"545",594,0.908771929824561
"546",595,0.910344827586207
"547",596,0.898275862068965
"548",597,0.898245614035088
"549",598,0.898275862068965
"550",599,0.96045197740113
"551",600,0.974576271186441
"552",601,0.977401129943503
"553",602,0.988700564971751
"554",603,0.988700564971751
"555",604,0.994350282485876
"556",605,0.995762711864407
"557",606,0.995833333333333
"558",607,0.990740740740741
"559",608,0.990583804143126
"560",609,0.990740740740741
"561",610,0.990740740740741
"562",611,0.990583804143126
"563",612,0.990740740740741
"564",613,0.981666666666667
"565",614,0.98135593220339
"566",615,0.98135593220339
"567",616,0.983050847457627
"568",617,0.981818181818182
"569",618,0.981818181818182
"570",619,0.982116244411326
"571",620,0.981818181818182
"572",621,0.981818181818182
"573",622,0.982116244411326
"574",623,0.981818181818182
"575",624,0.981818181818182
"576",625,0.981818181818182
"577",626,0.981818181818182
"578",627,0.980625931445604
"579",628,0.980625931445604
"580",629,0.98030303030303
"581",630,0.979969183359014
"582",631,0.979969183359014
"583",632,0.979623824451411
"584",633,0.979623824451411
"585",634,0.9792663476874
"586",635,0.980654761904762
"587",636,0.980654761904762
"588",637,0.980994152046784
"589",638,0.980994152046784
"590",639,0.98132183908046
"591",640,0.98132183908046
"592",641,0.98132183908046
"593",642,0.98132183908046
"594",643,0.98132183908046
"595",644,0.980994152046784
"596",645,0.980654761904762
"597",646,0.980654761904762
"598",647,0.980654761904762
"599",648,0.98030303030303
"600",649,0.981818181818182
"601",650,0.981818181818182
"602",651,0.981818181818182
"603",652,0.982142857142857
"604",653,0.981818181818182
"605",654,0.982142857142857
"606",655,0.982142857142857
"607",656,0.983333333333333
"608",657,0.978632478632479
"609",658,0.964285714285714
"610",659,0.964935064935065
"611",660,0.965608465608466
"612",661,0.966233766233766
"613",662,0.970899470899471
"614",663,0.96957671957672
"615",664,0.96957671957672
"616",665,0.96900269541779
"617",666,0.96900269541779
"618",667,0.967948717948718
"619",668,0.968553459119497
"620",669,0.974842767295597
"621",670,0.974842767295597
"622",671,0.975308641975309
"623",672,0.975308641975309
"624",673,0.975308641975309
"625",674,0.975308641975309
"626",675,0.975308641975309
"627",676,0.975757575757576
"628",677,0.975324675324675
"629",678,0.973426573426573
"630",679,0.973901098901099
"631",680,0.974825174825175
"632",681,0.974825174825175
"633",682,0.974825174825175
"634",683,0.975783475783476
"635",684,0.975783475783476
"636",685,0.975783475783476
"637",686,0.975783475783476
"638",687,0.975308641975309
"639",688,0.975757575757576
"640",689,0.975757575757576
"641",690,0.973553719008264
"642",691,0.974025974025974
"643",692,0.971929824561404
"644",693,0.972413793103448
"645",694,0.972881355932203
"646",695,0.972413793103448
"647",696,0.981034482758621
"648",697,0.98135593220339
"649",698,0.98135593220339
"650",699,0.982758620689655
"651",700,0.983050847457627
"652",701,0.981481481481482
"653",702,0.979508196721312
"654",703,0.979508196721312
"655",704,0.976958525345622
"656",705,0.976958525345622
"657",706,0.97926267281106
"658",707,0.975806451612903
"659",708,0.975806451612903
"660",709,0.975409836065574
"661",710,0.975
"662",711,0.975
"663",712,0.975
"664",713,0.976666666666667
"665",714,0.977049180327869
"666",715,0.97741935483871
"667",716,0.971774193548387
"668",717,0.983606557377049
"669",718,0.979508196721312
"670",719,0.979508196721312
"671",720,0.979508196721312
"672",721,0.979508196721312
"673",722,0.979166666666667
"674",723,0.979166666666667
"675",724,0.979166666666667
"676",725,0.978813559322034
"677",726,0.978448275862069
"678",727,0.987068965517241
"679",728,0.987068965517241
"680",729,0.987068965517241
"681",730,0.98728813559322
"682",731,0.98728813559322
"683",732,0.98728813559322
"684",733,0.9875
"685",734,0.987704918032787
"686",735,0.983606557377049
"687",736,0.983870967741935
"688",737,0.983606557377049
"689",738,0.983333333333333
"690",739,0.983333333333333
"691",740,0.983333333333333
"692",741,0.983333333333333
"693",742,0.977777777777778
"694",743,0.983333333333333
"695",744,0.983606557377049
"696",745,0.983870967741935
"697",746,0.983870967741935
"698",747,0.983606557377049
"699",748,0.983870967741935
"700",749,0.983606557377049
"701",750,0.983606557377049
"702",751,0.983606557377049
"703",752,0.983333333333333
"704",753,0.978142076502732
"705",754,0.967213114754098
"706",755,0.967213114754098
"707",756,0.962365591397849
"708",757,0.951612903225806
"709",758,1
"710",759,1
"711",760,0.903225806451613
"712",761,0.934426229508197
"713",762,0.94672131147541
"714",763,0.950819672131147
"715",764,0.954918032786885
"716",765,0.954918032786885
"717",766,0.939516129032258
"718",767,0.920634920634921
"719",768,0.919354838709677
"720",769,0.919354838709677
"721",770,0.919354838709677
"722",771,0.908602150537634
"723",772,0.908602150537634
"724",773,0.908602150537634
"725",774,0.908602150537634
"726",775,0.907103825136612
"727",776,0.907103825136612
"728",777,0.907103825136612
"729",778,0.908602150537634
"730",779,0.908602150537634
"731",780,0.91005291005291
"732",781,0.91005291005291
"733",782,0.91005291005291
"734",783,0.91005291005291
"735",784,0.91005291005291
"736",785,0.908602150537634
"737",786,0.907103825136612
"738",787,0.908602150537634
"739",788,0.912568306010929
"740",789,0.911111111111111
"741",790,0.912568306010929
"742",791,0.911111111111111
"743",792,0.909604519774011
"744",793,0.915254237288136
"745",794,0.913793103448276
"746",795,0.898305084745763
"747",796,0.896551724137931
"748",797,0.890804597701149
"749",798,0.888888888888889
"750",799,0.890804597701149
"751",800,0.890804597701149
"752",801,0.890804597701149
"753",802,0.890804597701149
"754",803,0.892655367231638
"755",804,0.892655367231638
"756",805,0.892655367231638
"757",806,0.875706214689266
"758",807,0.875706214689266
"759",808,0.875706214689266
"760",809,0.875706214689266
"761",810,0.875706214689266
"762",811,0.877777777777778
"763",812,0.875706214689266
"764",813,0.885593220338983
"765",814,0.893103448275862
"766",815,0.891228070175439
"767",816,0.893103448275862
"768",817,0.894915254237288
"769",818,0.896551724137931
"770",819,0.894736842105263
"771",820,0.885964912280702
"772",821,0.883928571428572
"773",822,0.883928571428572
"774",823,0.900510204081633
"775",824,0.898701298701299
"776",825,0.900510204081633
"777",826,0.897243107769424
"778",827,0.897243107769424
"779",828,0.895408163265306
"780",829,0.895408163265306
"781",830,0.895408163265306
"782",831,0.895408163265306
"783",832,0.894736842105263
"784",833,0.894736842105263
"785",834,0.892230576441103
"786",835,0.879310344827586
"787",836,0.876847290640394
"788",837,0.878934624697337
"789",838,0.878934624697337
"790",839,0.876847290640394
"791",840,0.876847290640394
"792",841,0.876847290640394
"793",842,0.879310344827586
"794",843,0.87719298245614
"795",844,0.87719298245614
"796",845,0.859649122807018
"797",846,0.842105263157895
"798",847,0.827586206896552
"799",848,0.815270935960591
"800",849,0.803874092009685
"801",850,0.789346246973366
"802",851,0.784503631961259
"803",852,0.784503631961259
"804",853,0.789346246973366
"805",854,0.800492610837438
"806",855,0.796992481203008
"807",856,0.799498746867168
"808",857,0.799498746867168
"809",858,0.799498746867168
"810",859,0.800492610837438
"811",860,0.827586206896552
"812",861,0.831034482758621
"813",862,0.838983050847458
"814",863,0.836206896551724
"815",864,0.836206896551724
"816",865,0.838983050847458
"817",866,0.851694915254237
"818",867,0.85593220338983
"819",868,0.85593220338983
"820",869,0.853448275862069
"821",870,0.853448275862069
"822",871,0.866379310344828
"823",872,0.866379310344828
"824",873,0.864035087719298
"825",874,0.861607142857143
"826",875,0.817857142857143
"827",876,0.814285714285714
"828",877,0.817543859649123
"829",878,0.817543859649123
"830",879,0.817857142857143
"831",880,0.817857142857143
"832",881,0.814545454545454
"833",882,0.811111111111111
"834",883,0.820987654320988
"835",884,0.824797843665768
"836",885,0.824797843665768
"837",886,0.828042328042328
"838",887,0.82010582010582
"839",888,0.82010582010582
"840",889,0.820779220779221
"841",890,0.818181818181818
"842",891,0.818181818181818
"843",892,0.818877551020408
"844",893,0.815584415584416
"845",894,0.815584415584416
"846",895,0.828042328042328
"847",896,0.831168831168831
"848",897,0.836363636363636
"849",898,0.836734693877551
"850",899,0.836734693877551
"851",900,0.833766233766234
"852",901,0.833766233766234
"853",902,0.830687830687831
"854",903,0.830188679245283
"855",904,0.827493261455526
"856",905,0.830687830687831
"857",906,0.835579514824798
"858",907,0.838624338624339
"859",908,0.838961038961039
"860",909,0.841836734693878
"861",910,0.844611528822055
"862",911,0.844611528822055
"863",912,0.832512315270936
"864",913,0.830508474576271
"865",914,0.823333333333333
"866",915,0.826229508196721
"867",916,0.822950819672131
"868",917,0.822950819672131
"869",918,0.82258064516129
"870",919,0.825396825396825
"871",920,0.82421875
"872",921,0.82421875
"873",922,0.826923076923077
"874",923,0.784615384615385
"875",924,0.787878787878788
"876",925,0.787878787878788
"877",926,0.78974358974359
"878",927,0.786458333333333
"879",928,0.78974358974359
"880",929,0.787878787878788
"881",930,0.78974358974359
"882",931,0.786458333333333
"883",932,0.786458333333333
"884",933,0.786458333333333
"885",934,0.791666666666667
"886",935,0.802083333333333
"887",936,0.804232804232804
"888",937,0.804232804232804
"889",938,0.804232804232804
"890",939,0.804232804232804
"891",940,0.801075268817204
"892",941,0.795698924731183
"893",942,0.795698924731183
"894",943,0.798941798941799
"895",944,0.793650793650794
"896",945,0.804232804232804
"897",946,0.82010582010582
"898",947,0.833333333333333
"899",948,0.838709677419355
"900",949,0.849462365591398
"901",950,0.863387978142076
"902",951,0.866666666666666
"903",952,0.868852459016393
"904",953,0.866666666666666
"905",954,0.866666666666666
"906",955,0.868852459016393
"907",956,0.87431693989071
"908",957,0.876344086021505
"909",958,0.852459016393443
"910",959,0.858333333333333
"911",960,0.883333333333333
"912",961,0.902777777777778
"913",962,0.907990314769976
"914",963,0.907990314769976
"915",964,0.915948275862069
"916",965,0.915948275862069
"917",966,0.914473684210526
"918",967,0.910087719298246
"919",968,0.910087719298246
"920",969,0.910087719298246
"921",970,0.908482142857143
"922",971,0.917171717171717
"923",972,0.915637860082305
"924",973,0.915637860082305
"925",974,0.915637860082305
"926",975,0.953703703703704
"927",976,0.955974842767296
"928",977,0.955128205128205
"929",978,0.955128205128205
"930",979,0.955974842767296
"931",980,0.955128205128205
"932",981,0.955128205128205
"933",982,0.955128205128205
"934",983,0.951923076923077
"935",984,0.948787061994609
"936",985,0.944444444444444
"937",986,0.944444444444444
"938",987,0.948787061994609
"939",988,0.94973544973545
"940",989,0.952380952380952
"941",990,0.954177897574124
"942",991,0.955026455026455
"943",992,0.955026455026455
"944",993,0.955844155844156
"945",994,0.956632653061224
"946",995,0.952380952380952
"947",996,0.952380952380952
"948",997,0.952380952380952
"949",998,0.952380952380952
"950",999,0.951530612244898
"951",1000,0.951530612244898
"952",1001,0.941326530612245
"953",1002,0.93984962406015
"954",1003,0.940886699507389
"955",1004,0.943349753694581
"956",1005,0.943349753694581
"957",1006,0.943349753694581
"958",1007,0.942355889724311
"959",1008,0.93984962406015
"960",1009,0.93984962406015
"961",1010,0.93984962406015
"962",1011,0.93984962406015
"963",1012,0.952380952380952
"964",1013,0.951530612244898
"965",1014,0.951530612244898
"966",1015,0.950649350649351
"967",1016,0.950649350649351
"968",1017,0.94973544973545
"969",1018,0.948787061994609
"970",1019,0.948787061994609
"971",1020,0.95054945054945
"972",1021,0.932614555256065
"973",1022,0.92722371967655
"974",1023,0.912698412698413
"975",1024,0.912698412698413
"976",1025,0.912698412698413
"977",1026,0.912698412698413
"978",1027,0.914285714285714
"979",1028,0.912698412698413
"980",1029,0.91644204851752
"981",1030,0.922169811320755
"982",1031,0.922169811320755
"983",1032,0.923076923076923
"984",1033,0.923076923076923
"985",1034,0.923076923076923
"986",1035,0.924019607843137
"987",1036,0.925480769230769
"988",1037,0.925480769230769
"989",1038,0.925480769230769
"990",1039,0.92688679245283
"991",1040,0.928240740740741
"992",1041,0.925925925925926
"993",1042,0.923611111111111
"994",1043,0.923611111111111
"995",1044,0.925925925925926
"996",1045,0.925925925925926
"997",1046,0.925925925925926
"998",1047,0.925925925925926
"999",1048,0.925925925925926
"1000",1049,0.928240740740741
"1001",1050,0.927272727272727
"1002",1051,0.927272727272727
"1003",1052,0.927272727272727
"1004",1053,0.927272727272727
"1005",1054,0.928571428571428
"1006",1055,0.928571428571428
"1007",1056,0.928571428571428
"1008",1057,0.927272727272727
"1009",1058,0.948051948051948
"1010",1059,0.948979591836735
"1011",1060,0.947368421052632
"1012",1061,0.944827586206897
"1013",1062,0.862068965517241
"1014",1063,0.873563218390805
"1015",1064,0.858620689655172
"1016",1065,0.850877192982456
"1017",1066,0.867167919799499
"1018",1067,0.869674185463659
"1019",1068,0.869674185463659
"1020",1069,0.87192118226601
"1021",1070,0.869249394673123
"1022",1071,0.852777777777778
"1023",1072,0.852459016393443
"1024",1073,0.852150537634409
"1025",1074,0.852150537634409
"1026",1075,0.852150537634409
"1027",1076,0.832258064516129
"1028",1077,0.832258064516129
"1029",1078,0.724043715846995
"1030",1079,0.729508196721312
"1031",1080,0.729508196721312
"1032",1081,0.714285714285714
"1033",1082,0.745901639344262
"1034",1083,0.745901639344262
"1035",1084,0.745901639344262
"1036",1085,0.75
"1037",1086,0.747645951035781
"1038",1087,0.75
"1039",1088,0.747645951035781
"1040",1089,0.75095785440613
"1041",1090,0.753295668549906
"1042",1091,0.74904214559387
"1043",1092,0.743295019157088
"1044",1093,0.764912280701754
"1045",1094,0.760714285714286
"1046",1095,0.765454545454545
"1047",1096,0.784511784511785
"1048",1097,0.794025157232704
"1049",1098,0.793269230769231
"1050",1099,0.79559748427673
"1051",1100,0.799382716049383
"1052",1101,0.807098765432099
"1053",1102,0.809748427672956
"1054",1103,0.806089743589744
"1055",1104,0.808823529411765
"1056",1105,0.813846153846154
"1057",1106,0.822857142857143
"1058",1107,0.822857142857143
"1059",1108,0.831428571428571
"1060",1109,0.83
"1061",1110,0.83
"1062",1111,0.831428571428571
"1063",1112,0.829446064139942
"1064",1113,0.829446064139942
"1065",1114,0.830357142857143
"1066",1115,0.830357142857143
"1067",1116,0.828267477203647
"1068",1117,0.836879432624113
"1069",1118,0.836879432624113
"1070",1119,0.836879432624113
"1071",1120,0.840277777777778
"1072",1121,0.858156028368794
"1073",1122,0.870921985815603
"1074",1123,0.890780141843972
"1075",1124,0.886524822695035
"1076",1125,0.886524822695035
"1077",1126,0.888888888888889
"1078",1127,0.887943262411348
"1079",1128,0.888888888888889
"1080",1129,0.891156462585034
"1081",1130,0.884285714285714
"1082",1131,0.880952380952381
"1083",1132,0.881868131868132
"1084",1133,0.879120879120879
"1085",1134,0.878151260504202
"1086",1135,0.879120879120879
"1087",1136,0.883241758241758
"1088",1137,0.88235294117647
"1089",1138,0.884615384615385
"1090",1139,0.88235294117647
"1091",1140,0.890666666666667
"1092",1141,0.903061224489796
"1093",1142,0.91421568627451
"1094",1143,0.919621749408983
"1095",1144,0.922196796338673
"1096",1145,0.925146198830409
"1097",1146,0.926315789473684
"1098",1147,0.925629290617849
"1099",1148,0.922196796338673
"1100",1149,0.917620137299771
"1101",1150,0.922196796338673
"1102",1151,0.921612541993281
"1103",1152,0.921052631578947
"1104",1153,0.919372900335946
"1105",1154,0.917620137299771
"1106",1155,0.921052631578947
"1107",1156,0.919908466819222
"1108",1157,0.919908466819222
"1109",1158,0.920492721164614
"1110",1159,0.920492721164614
"1111",1160,0.916013437849944
"1112",1161,0.917133258678611
"1113",1162,0.93287037037037
"1114",1163,0.926770708283313
"1115",1164,0.927058823529412
"1116",1165,0.927696078431373
"1117",1166,0.922875816993464
"1118",1167,0.922875816993464
"1119",1168,0.92051282051282
"1120",1169,0.920261437908497
"1121",1170,0.924
"1122",1171,0.92
"1123",1172,0.919727891156463
"1124",1173,0.92108843537415
"1125",1174,0.921333333333333
"1126",1175,0.917647058823529
"1127",1176,0.917647058823529
"1128",1177,0.917948717948718
"1129",1178,0.961538461538461
"1130",1179,0.961538461538461
"1131",1180,0.961538461538461
"1132",1181,0.978229317851959
"1133",1182,0.976415094339623
"1134",1183,0.976415094339623
"1135",1184,0.976415094339623
"1136",1185,0.976851851851852
"1137",1186,0.994949494949495
"1138",1187,0.994949494949495
"1139",1188,0.994949494949495
"1140",1189,0.99504132231405
"1141",1190,0.99504132231405
"1142",1191,0.99504132231405
"1143",1192,0.99504132231405
"1144",1193,0.994545454545455
"1145",1194,0.994642857142857
"1146",1195,0.994642857142857
"1147",1196,0.994152046783626
"1148",1197,0.993534482758621
